timestamp,subcarrier01_mag,subcarrier01_ang,subcarrier02_mag,subcarrier02_ang,subcarrier03_mag,subcarrier03_ang,subcarrier04_mag,subcarrier04_ang,subcarrier05_mag,subcarrier05_ang,subcarrier06_mag,subcarrier06_ang,subcarrier07_mag,subcarrier07_ang,subcarrier08_mag,subcarrier08_ang,subcarrier09_mag,subcarrier09_ang,subcarrier10_mag,subcarrier10_ang,subcarrier11_mag,subcarrier11_ang,subcarrier12_mag,subcarrier12_ang,subcarrier13_mag,subcarrier13_ang,subcarrier14_mag,subcarrier14_ang,subcarrier15_mag,subcarrier15_ang,subcarrier16_mag,subcarrier16_ang,subcarrier17_mag,subcarrier17_ang,subcarrier18_mag,subcarrier18_ang,subcarrier19_mag,subcarrier19_ang,subcarrier20_mag,subcarrier20_ang,subcarrier21_mag,subcarrier21_ang,subcarrier22_mag,subcarrier22_ang,subcarrier23_mag,subcarrier23_ang,subcarrier24_mag,subcarrier24_ang,subcarrier25_mag,subcarrier25_ang,subcarrier26_mag,subcarrier26_ang,subcarrier27_mag,subcarrier27_ang,subcarrier28_mag,subcarrier28_ang,subcarrier29_mag,subcarrier29_ang,subcarrier30_mag,subcarrier30_ang,subcarrier31_mag,subcarrier31_ang,subcarrier32_mag,subcarrier32_ang,subcarrier33_mag,subcarrier33_ang,subcarrier34_mag,subcarrier34_ang,subcarrier35_mag,subcarrier35_ang,subcarrier36_mag,subcarrier36_ang,subcarrier37_mag,subcarrier37_ang,subcarrier38_mag,subcarrier38_ang,subcarrier39_mag,subcarrier39_ang,subcarrier40_mag,subcarrier40_ang,subcarrier41_mag,subcarrier41_ang,subcarrier42_mag,subcarrier42_ang,subcarrier43_mag,subcarrier43_ang,subcarrier44_mag,subcarrier44_ang,subcarrier45_mag,subcarrier45_ang,subcarrier46_mag,subcarrier46_ang,subcarrier47_mag,subcarrier47_ang,subcarrier48_mag,subcarrier48_ang,subcarrier49_mag,subcarrier49_ang,subcarrier50_mag,subcarrier50_ang,subcarrier51_mag,subcarrier51_ang,subcarrier52_mag,subcarrier52_ang,subcarrier53_mag,subcarrier53_ang,subcarrier54_mag,subcarrier54_ang,subcarrier55_mag,subcarrier55_ang,subcarrier56_mag,subcarrier56_ang,subcarrier57_mag,subcarrier57_ang,subcarrier58_mag,subcarrier58_ang,subcarrier59_mag,subcarrier59_ang,subcarrier60_mag,subcarrier60_ang,subcarrier61_mag,subcarrier61_ang,subcarrier62_mag,subcarrier62_ang,subcarrier63_mag,subcarrier63_ang,subcarrier64_mag,subcarrier64_ang,head_x,head_y,head_z,chest_x,chest_y,chest_z,left_elbow_x,left_elbow_y,left_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_elbow_x,right_elbow_y,right_elbow_z,right_hand_x,right_hand_y,right_hand_z,hip_x,hip_y,hip_z,left_knee_x,left_knee_y,left_knee_z,left_foot_x,left_foot_y,left_foot_z,right_knee_x,right_knee_y,right_knee_z,right_foot_x,right_foot_y,right_foot_z
786.154,97,2,0,0,0,0,15,2,14,2,13,2,13,2,12,2,11,2,10,2,9,2,9,2,8,2,7,2,7,2,6,2,0,0,6,2,5,2,5,2,5,2,4,2,4,2,5,2,5,2,5,2,6,2,6,2,7,2,7,2,0,0,0,0,1,-2,19,-1,19,-1,20,-1,21,-1,22,-1,22,-1,23,-1,25,-1,25,-1,25,-1,26,0,27,0,29,0,29,0,30,0,31,0,33,0,34,0,36,0,37,0,39,0,39,0,39,0,43,0,43,0,45,0,43,0,45,0,46,0,1,-2,1,-2,0.5819214731454849,0.5192199349403381,-1.3615607619285583,0.5810165703296661,0.931707888841629,-0.8184494972229004,0.9569471478462219,1.459705114364624,-0.833973228931427,0.9004833102226257,1.7366009950637817,-1.4962084293365479,0.16773562133312225,1.504058837890625,-0.5465056896209717,0.22304511070251465,1.899033784866333,-1.2298752069473267,0.5576905757188797,1.959685742855072,0.00399964302778244,0.7451701760292053,2.8400261402130127,-0.20298631489276886,0.732302188873291,3.602576732635498,0.711886465549469,0.3632890284061432,2.8043301105499268,-0.11196930706501007,0.3709166646003723,3.573371171951294,0.5435522794723511
786.214,97,2,0,0,0,0,14,1,14,1,14,1,13,1,12,1,11,1,10,1,9,1,8,1,8,1,7,1,6,1,6,1,0,0,5,1,4,2,4,2,4,2,4,2,4,1,4,1,4,1,5,1,5,1,5,1,5,1,6,1,0,0,0,0,1,-2,18,-2,18,-2,19,-2,20,-2,21,-2,21,-2,22,-2,24,-2,24,-2,25,-2,26,-1,26,-1,28,-1,29,-1,31,-1,31,-1,33,-1,33,-1,35,-1,37,-1,38,-1,40,-1,41,-1,43,0,44,0,44,0,45,0,44,0,45,0,1,-2,0,0,0.5819910615682602,0.5193966627120972,-1.32090824842453,0.5805027931928635,0.9317030906677246,-0.798941045999527,0.9499343037605286,1.4633976221084595,-0.7730676531791687,0.8956307172775269,1.7339367866516113,-1.4191772937774658,0.16617998480796814,1.5042692422866821,-0.5430001020431519,0.2227082997560501,1.9061131477355957,-1.2116872072219849,0.5575278401374817,1.9543660879135132,0.003992557525634766,0.7451191544532776,2.832519292831421,-0.18732710182666779,0.7293009757995605,3.5933949947357178,0.7255221605300903,0.36335664987564087,2.799569845199585,-0.06317279487848282,0.36824363470077515,3.565300226211548,0.5870091915130615
786.245,97,2,0,0,0,0,17,-2,17,-2,17,-2,15,-2,13,-2,14,-2,12,-2,12,-2,10,-2,10,-2,9,-2,8,-2,7,-2,0,0,7,-2,6,-2,6,-2,5,-2,6,-2,5,-2,6,-2,6,-2,6,-2,6,-2,6,-2,7,-2,7,-2,0,0,0,0,1,-2,18,-1,20,0,19,0,20,0,21,0,23,0,23,0,25,0,25,0,26,0,27,0,28,0,29,0,30,0,31,0,32,0,34,0,35,0,37,0,38,0,40,0,42,0,42,0,45,0,46,0,47,0,46,0,47,0,49,0,1,-2,0,0,0.5819894373416901,0.5193624794483185,-1.3112574219703674,0.5801101922988892,0.9316845834255219,-0.7977477312088013,0.9463351368904114,1.4686371088027954,-0.7917949557304382,0.8909031748771667,1.7306932210922241,-1.452441930770874,0.16441813111305237,1.5042178630828857,-0.539351761341095,0.22198954224586487,1.9104176759719849,-1.1928977966308594,0.5571157038211823,1.9513064622879028,0.003998547792434692,0.7448369264602661,2.8287696838378906,-0.18265673518180847,0.7268105745315552,3.588895559310913,0.7282986044883728,0.3634435832500458,2.7959940433502197,-0.051769357174634933,0.36575597524642944,3.5607199668884277,0.5960368514060974
786.276,97,2,0,0,0,0,18,-1,18,-1,17,-1,15,-1,15,-1,14,-1,13,-1,12,-1,11,-1,10,-1,9,-1,8,-1,8,-1,0,0,7,-1,6,-1,6,-1,6,-1,5,-1,6,-1,6,-1,6,-1,6,-1,6,-1,7,-1,7,-1,8,-1,0,0,0,0,1,-2,17,0,18,0,19,0,19,0,20,0,21,0,23,0,23,0,25,0,25,0,26,1,26,1,29,1,30,1,31,1,34,1,35,1,35,1,38,1,39,1,41,1,43,1,44,1,44,1,46,1,47,1,47,1,48,1,49,1,1,-2,0,0,0.5818429589271545,0.5194776058197021,-1.3119725584983826,0.5809065103530884,0.9326233267784119,-0.793099582195282,0.9714522361755371,1.4687464237213135,-0.8029473423957825,0.913998007774353,1.7284932136535645,-1.4693920612335205,0.16213549673557281,1.506146788597107,-0.5078167915344238,0.21447217464447021,1.913379430770874,-1.1583507061004639,0.5574593096971512,1.9664011597633362,0.003991439938545227,0.7464401721954346,2.844845771789551,-0.1947377771139145,0.7343450784683228,3.609462261199951,0.7008931040763855,0.3654020428657532,2.807997465133667,-0.1502097100019455,0.3717741072177887,3.5812695026397705,0.48478493094444275
786.306,97,2,0,0,0,0,16,0,16,0,15,0,14,0,13,0,12,0,12,0,10,0,10,0,9,1,8,1,7,0,6,1,0,0,5,1,5,1,5,1,4,1,4,1,4,1,4,1,5,0,5,0,5,0,5,0,5,1,6,0,0,0,0,0,1,-2,18,2,19,2,19,2,20,2,21,2,23,3,24,3,25,-3,26,-3,27,-2,28,-2,28,-2,30,-2,31,-2,33,-2,34,-2,36,-2,36,-2,39,-2,40,-2,42,-2,44,-2,44,-2,47,-2,48,-2,48,-2,47,-2,49,-2,50,-2,1,-2,0,0,0.5815360248088837,0.5189650356769562,-1.2510771751403809,0.5817246288061142,0.9318170845508575,-0.7490871250629425,0.970971941947937,1.467323899269104,-0.693616509437561,0.9162349700927734,1.7496147155761719,-1.3137284517288208,0.16100803017616272,1.5061107873916626,-0.4935961365699768,0.2128167450428009,1.913228988647461,-1.1653486490249634,0.560427650809288,1.9625365734100342,0.003914818167686462,0.7510961294174194,2.8352653980255127,-0.1493961066007614,0.7402991056442261,3.5957891941070557,0.7952356338500977,0.36700141429901123,2.807873249053955,0.17025139927864075,0.3786085247993469,3.572800874710083,0.838495135307312
786.338,97,2,0,0,0,0,17,1,16,1,15,1,13,1,13,1,12,1,11,1,10,1,8,1,8,1,7,1,6,1,6,1,0,0,6,1,5,1,5,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,5,1,6,1,6,1,0,0,0,0,1,-2,17,2,18,2,21,2,22,3,22,3,23,3,24,-3,25,-2,26,-2,27,-2,28,-2,29,-2,31,-2,32,-2,33,-2,34,-2,37,-2,36,-2,39,-2,40,-2,42,-2,43,-2,44,-1,46,-1,48,-1,49,-1,49,-1,49,-1,51,-1,0,0,0,0,0.5812976807355881,0.5188828408718109,-1.2021958827972412,0.581620842218399,0.9314053356647491,-0.7139537334442139,0.9627793431282043,1.4651750326156616,-0.7060247659683228,0.9122897386550903,1.7511667013168335,-1.3673378229141235,0.16077302396297455,1.5038589239120483,-0.4926389753818512,0.2091832160949707,1.9107563495635986,-1.185994029045105,0.5603283643722534,1.9487434029579163,0.0038932189345359802,0.7502565383911133,2.8192930221557617,-0.09232157468795776,0.7350257635116577,3.57565975189209,0.8514405488967896,0.3669825792312622,2.7939846515655518,0.12983067333698273,0.3723128139972687,3.554824113845825,0.803864598274231
786.382,97,2,0,0,0,0,17,-2,15,-2,15,-2,14,-2,13,-2,13,-2,12,-2,11,-2,9,-2,8,-2,8,-2,7,-2,6,-2,0,0,5,-2,5,-2,5,-2,5,-2,5,-2,5,-2,5,-2,5,-2,6,-2,6,-2,6,-2,7,-2,8,-2,0,0,0,0,1,-2,18,0,19,0,19,0,21,0,22,0,22,0,24,0,25,0,24,0,26,0,28,0,28,0,30,0,30,0,32,0,34,0,33,0,35,0,37,0,39,0,41,0,41,0,43,0,46,0,46,0,48,0,46,0,48,0,49,0,0,0,1,-2,0.5802922546863556,0.5185863673686981,-1.1369454860687256,0.5812910199165344,0.9320037961006165,-0.6745737195014954,0.9560686945915222,1.4728069305419922,-0.6438459157943726,0.9116064310073853,1.7982659339904785,-1.2535998821258545,0.15909846127033234,1.501219630241394,-0.4810125231742859,0.20620176196098328,1.9093022346496582,-1.198868751525879,0.5571648180484772,1.9480081796646118,0.0038544833660125732,0.7420724034309387,2.8195130825042725,-0.07829929888248444,0.7231138944625854,3.573359489440918,0.8811261057853699,0.35872790217399597,2.794140577316284,0.27957388758659363,0.36255598068237305,3.550154209136963,1.0210821628570557
786.421,97,2,0,0,0,0,14,0,15,0,14,0,12,0,11,0,10,0,10,0,8,0,7,0,7,0,7,0,5,1,5,1,0,0,4,1,4,1,3,0,3,0,3,0,3,0,4,0,4,0,5,0,5,0,5,0,6,0,6,0,0,0,0,0,1,-2,19,2,19,2,21,2,21,2,23,3,24,3,25,-3,26,-3,26,-2,28,-2,30,-2,29,-2,31,-2,32,-2,34,-2,36,-2,37,-2,38,-2,40,-2,42,-2,43,-1,44,-1,46,-1,47,-1,48,-1,49,-1,50,-1,50,-1,50,-1,1,-2,1,-2,0.5795789510011673,0.5182861983776093,-1.140306532382965,0.58071468770504,0.9321805238723755,-0.6768059432506561,0.9533318281173706,1.4744218587875366,-0.6562106609344482,0.9115017056465149,1.8115273714065552,-1.2821924686431885,0.15149733424186707,1.5000900030136108,-0.4805885851383209,0.19074618816375732,1.9095654487609863,-1.1951491832733154,0.5564766079187393,1.947284758090973,0.0038430169224739075,0.741071343421936,2.8180742263793945,-0.08912905305624008,0.7216452360153198,3.571378469467163,0.8467199206352234,0.35797443985939026,2.7940428256988525,0.21816691756248474,0.3612931966781616,3.5492751598358154,0.9122872352600098
786.431,97,2,0,0,0,0,16,2,15,2,14,2,13,2,12,1,11,2,10,2,8,2,8,2,8,2,7,2,6,2,5,2,0,0,5,2,5,2,5,2,5,2,3,2,4,2,4,2,4,2,5,2,5,2,5,2,7,2,7,2,0,0,0,0,1,-2,20,-2,21,-2,22,-2,23,-2,24,-2,25,-1,26,-1,26,-1,28,-1,29,-1,30,-1,30,-1,31,-1,32,-1,34,-1,36,-1,36,0,38,0,40,0,40,0,42,0,43,0,46,0,47,0,47,0,49,0,49,0,49,0,50,0,1,-2,1,-2,0.5793887972831726,0.5182684659957886,-1.1488964557647705,0.57969169318676,0.9329522848129272,-0.6716894209384918,0.9563561677932739,1.4725769758224487,-0.616913378238678,0.9174864888191223,1.8057620525360107,-1.258251428604126,0.14654777944087982,1.5001095533370972,-0.4528655409812927,0.185747891664505,1.9114049673080444,-1.1230108737945557,0.5563692301511765,1.9473291039466858,0.0038086622953414917,0.7410993576049805,2.8183209896087646,-0.09368827939033508,0.7217773795127869,3.571721315383911,0.8447256088256836,0.35774287581443787,2.795275926589966,0.21869048476219177,0.3613909184932709,3.5492982864379883,0.9042542576789856
786.504,97,2,0,0,0,0,16,0,14,0,13,0,13,0,12,0,11,0,10,0,9,0,8,0,8,0,6,0,6,0,5,0,0,0,5,0,4,0,4,0,5,0,4,0,5,0,5,0,5,0,5,0,5,0,5,0,6,0,6,0,0,0,0,0,1,-2,17,1,18,1,20,1,21,1,22,1,22,1,24,1,25,1,25,2,26,2,28,2,28,2,30,2,31,2,32,2,34,2,36,2,37,2,38,2,40,2,42,3,43,3,46,3,47,-3,47,-3,49,-3,48,-3,49,-3,51,-3,1,-2,0,0,0.5788769572973251,0.5178310871124268,-1.1918286085128784,0.5785762071609497,0.9336194694042206,-0.7099211812019348,0.9701769948005676,1.4726423025131226,-0.5627111196517944,0.9289401173591614,1.8290783166885376,-1.0767511129379272,0.1404915153980255,1.5025343894958496,-0.45658430457115173,0.179276704788208,1.9179531335830688,-1.0910619497299194,0.5563226044178009,1.9478684663772583,0.0037660524249076843,0.744859516620636,2.8182713985443115,-0.10179783403873444,0.7363854050636292,3.57216215133667,0.8307215571403503,0.35988301038742065,2.7963922023773193,0.13357311487197876,0.37624165415763855,3.5522124767303467,0.781702995300293
786.534,97,2,0,0,0,0,21,-1,21,-1,19,-1,18,-1,17,-1,15,-1,15,-1,14,-1,12,-1,11,-1,11,-1,9,-1,9,-1,0,0,8,-1,7,-1,6,-1,6,-1,6,-1,7,-1,7,-1,7,-1,7,-1,8,-1,8,-1,9,-1,9,-1,0,0,0,0,1,-2,21,0,23,0,23,0,23,0,25,0,26,0,28,0,28,0,30,0,31,0,33,0,34,1,34,1,37,1,39,1,40,1,42,1,43,1,46,1,48,1,48,1,51,1,53,1,55,1,56,1,57,1,57,1,58,1,59,1,1,-2,0,0,0.5785128623247147,0.517670065164566,-1.184572696685791,0.5789104849100113,0.9338464736938477,-0.702280580997467,0.9699325561523438,1.4754897356033325,-0.6711827516555786,0.9278996586799622,1.8310019969940186,-1.271686315536499,0.13941121101379395,1.5023627281188965,-0.4284543991088867,0.18041148781776428,1.9174344539642334,-1.097931146621704,0.5563014000654221,1.949760913848877,0.003702796995639801,0.7443066239356995,2.8210995197296143,-0.07263446599245071,0.7345913648605347,3.57235050201416,0.9555133581161499,0.3594058156013489,2.8019418716430664,0.36271002888679504,0.37544724345207214,3.5524799823760986,1.1955602169036865
786.566,97,2,0,0,0,0,21,-2,21,-2,20,-2,17,-2,17,-2,15,-2,14,-2,14,-2,12,-2,12,-2,10,-2,10,-2,8,-2,0,0,8,-2,7,-2,7,-2,6,-2,6,-2,6,-2,6,-2,7,-2,7,-2,7,-2,7,-2,9,-2,9,-2,0,0,0,0,1,-2,21,0,21,0,24,0,24,0,25,0,26,0,28,0,28,0,29,0,31,0,32,0,32,0,33,0,36,0,38,0,39,0,41,0,43,0,44,0,46,0,49,0,50,0,52,0,54,0,54,0,56,0,56,0,56,0,58,0,1,-2,0,0,0.5782287269830704,0.517698734998703,-1.159600853919983,0.5801329910755157,0.9340522587299347,-0.6812315881252289,0.9837087392807007,1.475475549697876,-0.6437149047851562,0.9395331144332886,1.826827883720398,-1.206826090812683,0.13162627816200256,1.5022311210632324,-0.373647540807724,0.1733635663986206,1.9175032377243042,-1.034719705581665,0.5563154220581055,1.9558378458023071,0.0037255361676216125,0.7443426251411438,2.8255529403686523,-0.10940108448266983,0.7344622015953064,3.5774457454681396,0.8685718774795532,0.359454482793808,2.804880380630493,0.2698898911476135,0.37521612644195557,3.555773973464966,1.0046477317810059
786.577,97,2,0,0,0,0,21,2,20,2,18,2,17,2,16,2,15,2,14,2,13,2,12,2,10,2,10,2,9,2,7,2,0,0,6,2,6,2,6,2,6,2,5,2,5,2,5,2,5,2,5,2,6,2,7,2,7,2,8,2,0,0,0,0,1,-2,22,-2,23,-2,25,-2,27,-2,26,-2,28,-2,29,-1,30,-1,31,-1,31,-1,33,-1,34,-1,36,-1,38,-1,38,-1,40,-1,43,-1,45,-1,46,-1,48,-1,50,0,51,0,52,0,53,0,55,0,57,0,56,0,59,0,57,0,1,-2,0,0,0.5780247449874878,0.517033576965332,-1.1722398400306702,0.5801860243082047,0.9335261881351471,-0.6878921687602997,0.9813674688339233,1.4660706520080566,-0.6695317029953003,0.9331830739974976,1.765333652496338,-1.3327805995941162,0.13291993737220764,1.5027483701705933,-0.4333786368370056,0.18219773471355438,1.917449951171875,-1.132899522781372,0.5591651201248169,1.9552190899848938,0.0037412717938423157,0.7533490657806396,2.823309898376465,-0.12900395691394806,0.7523655891418457,3.5771896839141846,0.8165485262870789,0.3699915409088135,2.8050789833068848,0.2545187473297119,0.3974441885948181,3.5558555126190186,0.8756799697875977
786.639,97,2,0,0,0,0,17,-1,18,-1,17,-1,15,-1,14,-1,13,-1,12,-1,11,-1,10,-1,9,-1,9,-1,8,-1,7,-1,0,0,7,-1,6,-1,6,-1,5,-1,5,-1,5,-1,5,-1,5,-1,5,-1,6,-1,6,-1,7,-1,7,-1,0,0,0,0,1,-2,17,0,19,0,20,0,21,0,21,0,21,0,22,0,24,1,25,1,26,1,27,1,27,1,30,1,31,1,33,1,35,1,36,1,36,1,39,1,40,2,43,2,43,2,45,2,47,2,46,2,49,2,50,2,50,2,51,2,0,0,1,-2,0.5778858214616776,0.5169554352760315,-1.1365399360656738,0.5801153033971786,0.93289914727211,-0.6752022504806519,0.9774187207221985,1.4683336019515991,-0.60389244556427,0.9318086504936218,1.8349101543426514,-1.1222223043441772,0.13335350155830383,1.5001519918441772,-0.40652474761009216,0.17832878232002258,1.9182488918304443,-1.075882077217102,0.5582790225744247,1.955391526222229,0.0036699101328849792,0.750960111618042,2.8233418464660645,-0.11862289905548096,0.7470321655273438,3.577587366104126,0.8561464548110962,0.36987176537513733,2.8097407817840576,0.3527221381664276,0.39553186297416687,3.5589168071746826,1.1354480981826782
786.671,97,2,0,0,0,0,15,0,15,0,14,0,13,0,12,0,12,0,11,0,9,0,9,0,8,0,7,0,6,0,6,0,0,0,5,0,4,0,4,0,4,0,4,0,4,0,4,0,5,0,5,0,5,0,6,0,6,0,7,0,0,0,0,0,1,-2,18,1,19,1,21,2,21,2,22,2,22,2,24,2,25,2,27,2,27,2,29,2,30,2,31,2,32,2,35,2,36,2,38,3,38,-3,41,-2,42,-2,44,-2,46,-2,46,-2,49,-2,49,-2,51,-2,50,-2,51,-2,53,-2,0,0,1,-2,0.577817440032959,0.5168931484222412,-1.1656273007392883,0.5803112834692001,0.932996392250061,-0.6898243427276611,0.9872449040412903,1.4686715602874756,-0.623285174369812,0.9417840242385864,1.8351497650146484,-1.1865718364715576,0.13005635142326355,1.501595377922058,-0.4126684069633484,0.1735461950302124,1.9240740537643433,-1.082785725593567,0.5596996396780014,1.9592567086219788,0.0036725252866744995,0.7519763708114624,2.827965259552002,-0.11505210399627686,0.747474730014801,3.5844688415527344,0.8669183850288391,0.3711443543434143,2.8174095153808594,0.28881099820137024,0.3968642055988312,3.5691397190093994,1.0232394933700562
786.703,97,2,0,0,0,0,15,-1,14,-1,14,-1,12,-1,12,-1,11,-1,10,-1,10,-1,9,-1,8,-1,7,-1,6,-1,6,-1,0,0,5,-1,4,-1,5,-1,5,-1,4,-1,5,-1,5,-1,5,-1,5,-1,6,-1,7,-1,7,-1,7,-1,0,0,0,0,1,-2,17,0,18,0,18,0,18,0,19,0,20,0,22,0,22,0,24,0,24,1,25,1,26,1,28,1,28,1,31,1,32,1,33,1,33,1,36,1,37,1,39,1,41,1,42,2,43,2,44,2,45,2,45,2,45,2,47,2,1,-2,1,-2,0.5778160989284515,0.5168791711330414,-1.186572253704071,0.5800700485706329,0.9331862330436707,-0.7079884707927704,0.986587405204773,1.4709652662277222,-0.5372534990310669,0.940119743347168,1.8476604223251343,-1.0287762880325317,0.12700048089027405,1.5011926889419556,-0.44830766320228577,0.1734190732240677,1.925532579421997,-1.088462233543396,0.559622511267662,1.961093544960022,0.003596566617488861,0.7520962953567505,2.828442096710205,-0.11033882200717926,0.7471665740013123,3.586077928543091,0.8754069209098816,0.37104782462120056,2.8208096027374268,0.27862223982810974,0.3961872458457947,3.5724005699157715,1.009544014930725
786.744,97,2,0,0,0,0,15,0,15,0,14,0,13,0,11,0,11,0,10,0,9,0,8,0,7,0,6,0,6,0,5,0,0,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,5,0,5,0,6,0,6,0,7,0,7,0,0,0,0,0,1,-2,21,1,21,1,22,1,21,1,23,2,24,2,26,2,27,2,28,2,30,2,30,2,32,2,33,2,34,2,36,2,38,3,39,3,39,-3,42,-3,43,-3,44,-2,47,-2,49,-2,51,-2,50,-2,53,-2,52,-2,52,-2,55,-2,1,-2,1,-2,0.5778041034936905,0.5168758928775787,-1.2063753604888916,0.5799623280763626,0.9333626627922058,-0.7192982733249664,0.9862930178642273,1.4721932411193848,-0.5347243547439575,0.9389063715934753,1.8508052825927734,-1.0367114543914795,0.1262696385383606,1.5008652210235596,-0.46893540024757385,0.17374292016029358,1.9261549711227417,-1.092027187347412,0.5596331655979156,1.9620476961135864,0.0035715997219085693,0.7524212598800659,2.8286633491516113,-0.11049274355173111,0.747322678565979,3.5870749950408936,0.8719967603683472,0.37103551626205444,2.8221757411956787,0.22687463462352753,0.39596617221832275,3.5740883350372314,0.9360577464103699
786.776,97,2,0,0,0,0,18,-3,16,-3,15,3,14,-2,14,-3,13,-3,12,-3,11,-3,9,-3,9,-3,7,-2,7,-2,7,-2,0,0,5,-2,5,-2,5,-2,5,3,5,3,5,3,5,3,6,3,6,3,6,3,7,3,8,3,8,-3,0,0,0,0,1,-2,21,-1,22,-1,22,-1,22,-1,24,-1,24,-1,25,-1,26,-1,27,0,27,0,29,0,29,0,31,0,32,0,33,0,37,0,36,0,36,0,39,0,40,0,42,0,42,0,44,0,46,0,45,0,48,0,47,0,47,0,50,0,1,-2,0,0,0.577545166015625,0.5167098641395569,-1.2257053852081299,0.5799510776996613,0.9341334700584412,-0.723761647939682,0.9859714508056641,1.4717752933502197,-0.6063916087150574,0.9442334175109863,1.8330081701278687,-1.2133439779281616,0.12638142704963684,1.5006530284881592,-0.4759231209754944,0.17384138703346252,1.9224056005477905,-1.1138068437576294,0.5600528568029404,1.9635169506072998,0.0036948658525943756,0.7551558017730713,2.831385850906372,-0.14618556201457977,0.7524341940879822,3.5919888019561768,0.7424878478050232,0.3736109733581543,2.8220772743225098,0.011135431937873363,0.39797917008399963,3.576669454574585,0.6153300404548645
786.807,97,2,0,0,0,0,17,-1,17,-1,16,-1,14,-1,13,-1,13,-1,12,-1,11,-1,9,-1,9,-1,8,-1,7,-1,7,-1,0,0,6,-1,5,-1,5,-1,5,-1,5,-1,5,-1,5,-1,5,-1,6,-1,6,-1,7,-1,7,-1,8,-1,0,0,0,0,1,-2,18,0,19,0,20,0,21,0,22,0,22,0,24,0,25,0,26,0,26,0,27,0,28,0,31,1,32,1,33,1,34,1,38,1,38,1,39,1,41,1,44,1,44,1,44,1,46,1,46,1,50,1,50,1,50,1,52,1,1,-2,0,0,0.5775687396526337,0.5165578424930573,-1.3210769891738892,0.5800668299198151,0.9348292350769043,-0.7872731387615204,0.9905867576599121,1.4667216539382935,-0.7061349153518677,0.9521663784980774,1.8128869533538818,-1.3364732265472412,0.12658284604549408,1.501668930053711,-0.5069255828857422,0.17184285819530487,1.9291125535964966,-1.1113817691802979,0.5612282902002335,1.9650598168373108,0.00372299924492836,0.7556205987930298,2.83235764503479,-0.1801356077194214,0.7532048225402832,3.595313549041748,0.6739116311073303,0.37403756380081177,2.8198564052581787,-0.1521245390176773,0.3975384831428528,3.577545404434204,0.44395604729652405
786.848,97,2,0,0,0,0,18,3,17,3,16,3,15,3,14,2,14,2,12,3,11,3,10,3,9,3,9,3,8,3,7,3,0,0,6,3,6,3,6,3,6,3,6,3,5,3,5,2,6,2,6,2,6,2,7,2,7,2,8,3,0,0,0,0,1,-2,20,-1,20,-1,22,-1,22,-1,23,-1,23,-1,25,-1,25,-1,26,-1,27,-1,28,0,29,0,31,0,32,0,34,0,34,0,36,0,37,0,39,0,41,0,42,0,43,0,44,0,47,0,48,0,50,0,48,0,49,0,52,0,1,-2,0,0,0.5775806307792664,0.5167666673660278,-1.3216803073883057,0.5799959003925323,0.9351553916931152,-0.8030722439289093,0.9850185513496399,1.4693418741226196,-0.729153573513031,0.9465633630752563,1.8137809038162231,-1.323617696762085,0.12665584683418274,1.5013371706008911,-0.518197238445282,0.17161768674850464,1.934486985206604,-1.107243537902832,0.5614536106586456,1.9652713537216187,0.0037330910563468933,0.7564910650253296,2.832797050476074,-0.17997458577156067,0.755679726600647,3.5965278148651123,0.698037326335907,0.37712350487709045,2.8194355964660645,-0.09700914472341537,0.4010104238986969,3.5779762268066406,0.5224840641021729
786.871,97,2,0,0,0,0,17,-1,17,-1,17,-1,15,-1,13,-1,13,-1,12,-1,11,-1,10,-1,10,-1,9,-1,8,-1,8,-1,0,0,7,-1,6,-1,6,-1,6,-1,5,-1,5,-1,5,-1,6,-1,6,-1,6,-1,7,-1,7,-1,7,-1,0,0,0,0,1,-2,17,0,18,0,20,0,20,0,21,0,21,0,23,0,24,0,25,0,25,0,26,0,27,0,29,0,31,0,32,1,33,1,35,1,36,1,38,1,39,1,42,1,43,1,44,1,46,1,46,1,48,1,48,1,49,1,51,1,1,-2,0,0,0.5775304734706879,0.517132043838501,-1.3057432770729065,0.5797087103128433,0.9350804090499878,-0.779000461101532,0.982150673866272,1.4741954803466797,-0.7260314226150513,0.9420026540756226,1.8435872793197632,-1.2625561952590942,0.12615430355072021,1.4990304708480835,-0.4793713092803955,0.16697737574577332,1.9343985319137573,-1.0967296361923218,0.5577939003705978,1.964699625968933,0.0037108920514583588,0.7501536011695862,2.832817316055298,-0.16625858843326569,0.7418155074119568,3.5964431762695312,0.7789905071258545,0.3687352240085602,2.8188633918762207,0.07269920408725739,0.38440898060798645,3.5777409076690674,0.7623117566108704
